2804:741c:dd80::/41,BR,BR-RS,Caxias do Sul,
2804:741c:de00::/41,BR,BR-RS,Caxias do Sul,
2804:741c:de80::/41,BR,BR-RS,Caxias do Sul,
2804:741c:df00::/41,BR,BR-RS,Caxias do Sul,
2804:741c:df80::/41,BR,BR-RS,Caxias do Sul,
2804:741c:e000::/41,BR,BR-RS,Caxias do Sul,
2804:741c:e080::/41,BR,BR-RS,Caxias do Sul,
2804:741c:e100::/41,BR,BR-RS,Caxias do Sul,
2804:741c:e180::/41,BR,BR-RS,Caxias do Sul,
2804:741c:e200::/41,BR,BR-RS,Caxias do Sul,
2804:741c:e280::/41,BR,BR-RS,Caxias do Sul,
2804:741c:e300::/41,BR,BR-RS,Caxias do Sul,
2804:741c:e380::/41,BR,BR-RS,Caxias do Sul,
2804:741c:e400::/41,BR,BR-RS,Caxias do Sul,
2804:741c:e480::/41,BR,BR-RS,Caxias do Sul,
2804:741c:e500::/41,BR,BR-RS,Caxias do Sul,
2804:741c:e580::/41,BR,BR-RS,Caxias do Sul,
2804:741c:e600::/41,BR,BR-RS,Caxias do Sul,
2804:741c:e680::/41,BR,BR-RS,Caxias do Sul,
2804:741c:e700::/41,BR,BR-RS,Caxias do Sul,
2804:741c:e780::/41,BR,BR-RS,Caxias do Sul,
2804:741c:e800::/41,BR,BR-RS,Caxias do Sul,
2804:741c:e880::/41,BR,BR-RS,Caxias do Sul,
2804:741c:e900::/41,BR,BR-RS,Caxias do Sul,
2804:741c:e980::/41,BR,BR-RS,Caxias do Sul,
2804:741c:ea00::/41,BR,BR-RS,Caxias do Sul,
2804:741c:ea80::/41,BR,BR-RS,Caxias do Sul,
2804:741c:eb00::/41,BR,BR-RS,Caxias do Sul,
2804:741c:eb80::/41,BR,BR-RS,Caxias do Sul,
2804:741c:ec00::/41,BR,BR-RS,Caxias do Sul,
2804:741c:ec80::/41,BR,BR-RS,Caxias do Sul,
2804:741c:ed00::/41,BR,BR-RS,Caxias do Sul,
2804:741c:ed80::/41,BR,BR-RS,Caxias do Sul,
2804:741c:ee00::/41,BR,BR-RS,Caxias do Sul,
2804:741c:ee80::/41,BR,BR-RS,Caxias do Sul,
2804:741c:ef00::/41,BR,BR-RS,Caxias do Sul,
2804:741c:ef80::/41,BR,BR-RS,Caxias do Sul,
2804:741c:f000::/41,BR,BR-RS,Caxias do Sul,
2804:741c:f080::/41,BR,BR-RS,Caxias do Sul,
2804:741c:f100::/41,BR,BR-RS,Caxias do Sul,
2804:741c:f180::/41,BR,BR-RS,Caxias do Sul,
2804:741c:f200::/41,BR,BR-RS,Caxias do Sul,
2804:741c:f280::/41,BR,BR-RS,Caxias do Sul,
2804:741c:f300::/41,BR,BR-RS,Caxias do Sul,
2804:741c:f380::/41,BR,BR-RS,Caxias do Sul,
2804:741c:f400::/41,BR,BR-RS,Caxias do Sul,
2804:741c:f480::/41,BR,BR-RS,Caxias do Sul,
2804:741c:f500::/41,BR,BR-RS,Caxias do Sul,
2804:741c:f580::/41,BR,BR-RS,Caxias do Sul,
2804:741c:f600::/41,BR,BR-RS,Caxias do Sul,
2804:741c:f680::/41,BR,BR-RS,Caxias do Sul,
2804:741c:f700::/41,BR,BR-RS,Caxias do Sul,
2804:741c:f780::/41,BR,BR-RS,Caxias do Sul,
2804:741c:f800::/41,BR,BR-RS,Caxias do Sul,
2804:741c:f880::/41,BR,BR-RS,Caxias do Sul,
2804:741c:f900::/41,BR,BR-RS,Caxias do Sul,
2804:741c:f980::/41,BR,BR-RS,Caxias do Sul,
2804:741c:fa00::/41,BR,BR-RS,Caxias do Sul,
2804:741c:fa80::/41,BR,BR-RS,Caxias do Sul,
2804:741c:fb00::/41,BR,BR-RS,Caxias do Sul,
2804:741c:fb80::/41,BR,BR-RS,Caxias do Sul,
2804:741c:fc00::/41,BR,BR-RS,Caxias do Sul,
2804:741c:fc80::/41,BR,BR-RS,Caxias do Sul,
2804:741c:fd00::/41,BR,BR-RS,Caxias do Sul,
2804:741c:fd80::/41,BR,BR-RS,Caxias do Sul,
2804:741c:fe00::/41,BR,BR-RS,Caxias do Sul,
2804:741c:fe80::/41,BR,BR-RS,Caxias do Sul,
2804:741c:ff00::/41,BR,BR-RS,Caxias do Sul,
2804:741c:ff80::/41,BR,BR-RS,Caxias do Sul,
